date,equity,cash,positions_value,daily_return,n_positions
2023-03-13,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-03-14,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-03-15,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-03-16,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-03-17,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-03-20,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-03-21,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-03-22,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-03-23,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-03-24,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-03-27,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-03-28,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-03-29,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-03-30,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-03-31,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-03,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-04,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-05,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-06,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-10,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-11,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-12,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-13,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-14,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-17,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-18,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-19,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-20,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-21,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-24,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-25,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-26,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-27,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-04-28,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-01,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-02,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-03,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-04,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-05,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-08,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-09,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-10,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-11,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-12,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-15,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-16,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-17,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-18,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-19,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-22,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-23,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-24,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-25,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-26,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-30,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-05-31,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-01,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-02,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-05,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-06,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-07,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-08,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-09,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-12,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-13,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-14,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-15,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-16,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-20,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-21,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-22,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-23,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-26,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-27,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-28,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-29,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-06-30,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-03,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-05,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-06,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-07,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-10,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-11,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-12,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-13,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-14,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-17,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-18,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-19,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-20,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-21,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-24,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-25,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-26,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-27,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-28,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-07-31,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-01,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-02,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-03,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-04,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-07,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-08,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-09,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-10,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-11,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-14,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-15,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-16,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-17,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-18,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-21,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-22,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-23,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-24,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-25,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-28,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-29,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-30,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-08-31,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-01,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-05,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-06,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-07,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-08,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-11,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-12,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-13,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-14,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-15,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-18,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-19,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-20,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-21,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-22,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-25,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-26,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-27,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-28,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-09-29,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-02,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-03,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-04,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-05,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-06,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-09,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-10,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-11,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-12,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-13,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-16,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-17,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-18,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-19,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-20,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-23,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-24,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-25,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-26,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-27,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-30,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-10-31,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-01,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-02,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-03,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-06,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-07,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-08,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-09,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-10,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-13,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-14,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-15,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-16,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-17,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-20,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-21,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-22,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-24,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-27,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-28,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-29,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-11-30,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-01,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-04,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-05,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-06,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-07,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-08,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-11,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-12,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-13,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-14,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-15,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-18,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-19,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-20,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-21,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-22,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-26,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-27,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-28,216.02033042907715,216.02033042907715,0.0,0.0,0
2023-12-29,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-02,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-03,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-04,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-05,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-08,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-09,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-10,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-11,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-12,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-16,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-17,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-18,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-19,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-22,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-23,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-24,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-25,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-26,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-29,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-30,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-01-31,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-01,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-02,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-05,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-06,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-07,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-08,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-09,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-12,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-13,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-14,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-15,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-16,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-20,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-21,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-22,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-23,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-26,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-27,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-28,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-02-29,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-01,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-04,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-05,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-06,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-07,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-08,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-11,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-12,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-13,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-14,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-15,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-18,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-19,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-20,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-21,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-22,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-25,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-26,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-27,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-03-28,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-01,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-02,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-03,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-04,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-05,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-08,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-09,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-10,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-11,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-12,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-15,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-16,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-17,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-18,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-19,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-22,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-23,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-24,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-25,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-26,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-29,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-04-30,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-01,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-02,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-03,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-06,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-07,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-08,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-09,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-10,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-13,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-14,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-15,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-16,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-17,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-20,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-21,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-22,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-23,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-24,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-28,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-29,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-30,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-05-31,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-03,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-04,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-05,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-06,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-07,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-10,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-11,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-12,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-13,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-14,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-17,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-18,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-20,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-21,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-24,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-25,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-26,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-27,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-06-28,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-01,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-02,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-03,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-05,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-08,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-09,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-10,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-11,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-12,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-15,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-16,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-17,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-18,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-19,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-22,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-23,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-24,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-25,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-26,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-29,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-30,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-07-31,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-08-01,216.02033042907715,216.02033042907715,0.0,0.0,0
2024-08-02,216.02033042907715,194.67573165893555,21.3445987701416,0.0,1
2024-08-05,214.65896606445312,194.67573165893555,19.983234405517578,-0.006302019638244099,1
2024-08-06,214.65896606445312,194.95396614074707,19.704999923706055,0.0,1
2024-08-07,194.95396614074707,175.9639663696289,18.989999771118164,-0.09179677087324396,1
2024-08-08,196.45396614074707,175.9639663696289,20.489999771118164,0.007694124052429252,1
2024-08-09,196.45396614074707,196.45396614074707,0.0,0.0,0
2024-08-12,196.45396614074707,177.0939655303955,19.360000610351562,0.0,1
2024-08-13,197.56396484375,177.0939655303955,20.469999313354492,0.005650172021509021,1
2024-08-14,197.56396484375,197.56396484375,0.0,0.0,0
2024-08-15,197.56396484375,197.56396484375,0.0,0.0,0
2024-08-16,197.56396484375,197.56396484375,0.0,0.0,0
2024-08-19,197.56396484375,197.56396484375,0.0,0.0,0
2024-08-20,197.56396484375,197.56396484375,0.0,0.0,0
2024-08-21,197.56396484375,197.56396484375,0.0,0.0,0
2024-08-22,197.56396484375,197.56396484375,0.0,0.0,0
2024-08-23,197.56396484375,197.56396484375,0.0,0.0,0
